X,Y,OBJECTID,Estate_Name_en,Estate_Name_zh_Hant,District_Name_en,District_Name_zh_Hant,Region_Name_en,Region_Name_zh_Hant,Latitude,Longitude,Type_of_Estate_en,Type_of_Estate_zh_Hant,Year_of_Intake_en,Type_s__of_Block_s__en,Type_s__of_Block_s__zh_Hant,No__of_Blocks,Name_of_Block_s__en,Name_of_Block_s__zh_Hant,No__of_Rental_Flats_en,No__of_Rental_Flats_zh_Hant,Flat_Size__m2__en,Estate_Management_Advisory_Comm,Estate_Management_Advisory_Co_1,District_Tenancy_Management_Off,District_Tenancy_Management_O_1,Property_Management_en,Property_Management_zh_Hant,Carpark_Management_en,Carpark_Management_zh_Hant,Estate_Website,Further_Information_en,Further_Information_zh_Hant
114.1927,22.3427,123,Upper Wong Tai Sin Estate,黃大仙上邨,Wong Tai Sin,黃大仙,Kowloon East,九龍東,22.3427,114.1927,Public Rental Housing,租住屋邨,,"Harmony 1, Single Aspect Building",和諧一型、單向設計大廈,8,Cheong Sin House<br>Chiu Sin House<br>Kai Sin House<br>Po Sin House<br>Tat Sin House<br>Yat Sin House<br>Yiu Sin House<br>Wing Sin House,"倡善樓
昭善樓
啟善樓
普善樓
達善樓
溢善樓
耀善樓
詠善樓",4 900 ﻿As at 31.3.2019,4 900 截至2019年3月31日的情況,16.3 - 49.0,Formed,已成立,"Wong Tai Sin District Tenancy Management Office (4)<br>Podium, Temple Mall North, 136 Lung Cheung Road, Wong Tai Sin<br>Telephone: 3572 0040<br>Fax: 3572 0044<br>","黃大仙區租約事務管理處(四)
黃大仙龍翔道136號黃大仙中心北館平台
電話: 3572 0040
傳真: 3572 0044
","China Overseas Property Services Ltd<br>Podium, Temple Mall North, 136 Lung Cheung Road, Wong Tai Sin<br>Telephone: 2321 2004<br>Fax: 2352 6676<br>","中國海外物業服務有限公司
黃大仙龍翔道136號黃大仙中心北館平台
電話: 2321 2004
傳真: 2352 6676
",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.25309,22.32592,124,Po Lam Estate,寶林邨,Sai Kung,西貢,New Territories East,新界東,22.32592,114.25309,Tenants Purchase Scheme,租者置其屋計劃,1988,"New Slab, Small Household Block, Trident 2",新長型、小單位大廈、Y2型,7,Po Tak House<br>Po Chi House<br>Po Kim House<br>Po Kan House<br>Po Ning House<br>Po Tai House<br>Po Yan House,"寶德樓
寶智樓
寶儉樓
寶勤樓
寶寧樓
寶泰樓
寶仁樓",1 300 * ﻿As at 31.3.2019,1 300 * 截至2019年3月31日的情況,22.5 - 61.6,Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Kowloon West & Sai Kung District Tenancy Management Office(9)<br>G/F, Po Chi House, Po Lam Estate, Tseung Kwan O<br>Telephone : 2701 3320<br>Fax : 2703 6344 <br>","西九龍及西貢區租約事務管理處(九)
將軍澳寶林邨寶智樓地下
電話： 2701 3320
傳真 ：2703 6344
",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.202630000000127,22.34989,125,Tsz Ching Estate,慈正邨,Wong Tai Sin,黃大仙,Kowloon East,九龍東,22.34989,114.20263,Public Rental Housing,租住屋邨,,"Harmony 1, Harmony 3, Harmony 3A, Non-standard",和諧一型、和諧三型、和諧三A型、非標準型,11,Ching Fai House<br>Ching Hong House<br>Ching Ming House<br>Ching On House<br>Ching Tai House<br>Ching Tak House<br>Ching Wo House<br>Ching Yi House<br>Ching Yuk House<br>Ching Yuen House<br>Ancillary Facilities Block,"正暉樓
正康樓
正明樓
正安樓
正泰樓
正德樓
正和樓
正怡樓
正旭樓
正遠樓
服務設施大樓",8 100 ﻿As at 31.3.2019,8 100 截至2019年3月31日的情況,13.0 - 52.3,Formed,已成立,"Tsz Ching Estate Office<br>G/F, Ching Hong House, Tsz Ching Estate, Tsz Wan Shan<br>Telephone: 2325 0104<br>Fax: 2351 4358","慈正邨屋邨辦事處
慈雲山慈正邨正康樓地下
電話：2325 0104
傳真：2351 4358","Tsz Ching Estate Office<br>G/F, Ching Hong House, Tsz Ching Estate, Tsz Wan Shan<br>Telephone: 2325 0104<br>Fax: 2351 4358","慈正邨屋邨辦事處
慈雲山慈正邨正康樓地下
電話：2325 0104
傳真：2351 4358",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.25768,22.31064,126,Sheung Tak Estate,尚德邨,Sai Kung,西貢,New Territories East,新界東,22.31064,114.25768,Public Rental Housing,租住屋邨,1998,"Harmony 1, Non-standard",和諧一型、非標準型,9,Sheung Chun House<br>Sheung Lai House<br>Sheung Nim House<br>Sheung Yan House<br>Sheung Chi House<br>Sheung Ming House<br>Sheung Shun House<br>Sheung Yee House<br>Sheung Mei House,"尚真樓
尚禮樓
尚廉樓
尚仁樓
尚智樓
尚明樓
尚信樓
尚義樓
尚美樓",5 600 ﻿As at 31.3.2019,5 600 截至2019年3月31日的情況,9.8 - 52.2,Formed,已成立,"Kowloon West & Sai Kung District Tenancy Management Office(9)<br>G/F, Po Chi House, Po Lam Estate, Tseung Kwan O<br>Telephone :  2701 3320<br>Fax  :  2703 6344<br>","西九龍及西貢區租約事務管理處(九)
將軍澳寶林邨寶智樓地下
電話  :  2701 3320
傳真  :  2703 6344
","Pioneer Management Limited<br>No. 21 - 28, G/F, Annex Block, Sheung Yee House, Sheung Tak Estate, Tseung Kwan O.<br>Telephone: 2178 1113<br>Fax: 2174 8769","領先管理有限公司
將軍澳尚德邨尚義樓地下21-28號
電話：2178 1113
傳真：2174 8769",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.20305,22.34727,127,Tsz Hong Estate,慈康邨,Wong Tai Sin,黃大仙,Kowloon East,九龍東,22.34727,114.20305,Public Rental Housing,租住屋邨,2002,New Cruciform,新十字型,5,Hong Kin House<br>Hong Sau House <br>Hong Tak House<br>Hong Tim House                      <br>Hong Yun House,"康健樓
康秀樓  
康德樓
康添樓
康潤樓",2 000 ﻿As at 31.3.2019,2 000 截至2019年3月31日的情況,31.7 - 53.8,Formed,已成立,"Tsz Wan Shan District Tenancy Management Office<br>Unit 211-224, Ban Fung House, Fung Tak Estate, Diamond Hill<br>Telephone: 2324 0096<br>Fax: 2752 8665","慈雲山區租約事務管理處
鑽石山鳳德邨斑鳳樓211-224室
電話：2324 0096
傳真：2752 8665","Pioneer Management Ltd<br>G/F, Hong Tim House, Tsz Hong Estate ,Tsz Wan Shan<br>Telephone: 2997 5151<br>Fax: 2997 5000","領先管理有限公司
慈雲山慈康邨康添樓地下
電話：2997 5151
傳真：2997 5000",-,-,-,-,-
114.20383,22.34817,128,Tsz Man Estate,慈民邨,Wong Tai Sin,黃大仙,Kowloon East,九龍東,22.34817,114.20383,Public Rental Housing,租住屋邨,1994,Harmony 1,和諧一型,3,Man Kin House<br>Man Tai House<br>Man Yue House,"民健樓
民泰樓
民裕樓",2 000 ﻿As at 31.3.2019,2 000 截至2019年3月31日的情況,16.9 - 49.3,Formed,已成立,"Tsz Wan Shan District Tenancy Management Office<br>Unit 211-224, Ban Fung House, Fung Tak Estate, Tsz Wan Shan<br>Telephone: 2324 0096<br>Fax: 2752 8665","慈雲山區租約事務管理處
鑽石山鳳德邨斑鳳樓211-224室 
電話：2324 0096
傳真：2752 8665","Pioneer Management Ltd <br>G/F, Hong Sau House, Tsz Hong Estate, Tsz Wan Shan  <br>Telephone: 2324 4176 <br>(24-Hr Telephone: 2324 1679) <br>Fax: 2351 9164","領先管理有限公司
慈雲山慈康邨康秀樓地下
電話：2324 4176
(24小時電話：2324 1679)
傳真：2351 9164",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.24827,22.32348,129,Tsui Lam Estate,翠林邨,Sai Kung,西貢,New Territories East,新界東,22.32348,114.24827,Tenants Purchase Scheme,租者置其屋計劃,1988,"New Slab, Trident 2",新長型、Y2型,8,Choi Lam House<br>Fai Lam House<br>Hong Lam House<br>Nga Lam House<br>On Lam House<br>Pik Lam House<br>Sau Lam House<br>Yan Lam House,"彩林樓
輝林樓
康林樓
雅林樓
安林樓
碧林樓
秀林樓
欣林樓",1 100 * ﻿As at 31.3.2019,1 100 * 截至2019年3月31日的情況,30.1 - 61.1,Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Kowloon West & Sai Kung District Tenancy Management Office(9)<br>G/F, Po Chi House, Po Lam Estate, Tseung Kwan O<br>Telephone : 2701 3320<br>Fax : 2703 6344 <br>","西九龍及西貢區租約事務管理處(九)
將軍澳寶林邨寶智樓地下
電話： 2701 3320
傳真 ：2703 6344
",Appointed by Owner's Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.26903,22.31611,130,Ming Tak Estate,明德邨,Sai Kung,西貢,New Territories East,新界東,22.31611,114.26903,Public Rental Housing,租住屋邨,1996,Harmony 1,和諧一型,2,Ming Kok House<br>Ming Toa House,"明覺樓
明道樓",1 500 ﻿As at 31.3.2019,1 500 截至2019年3月31日的情況,13.7 - 43.6,Formed,已成立,"Kowloon West & Sai Kung District Tenancy Management Office(9)<br>G/F, Po Chi House, Po Lam Estate, Tseung Kwan O<br>Telephone :  2701 3320<br>Fax  :  2703 6344<br>","西九龍及西貢區租約事務管理處(九)
將軍澳寶林邨寶智樓地下
電話  :  2701 3320
傳真  :  2703 6344
","Good Yield Property Management Limited<br>G/F, Ming Tao House, Ming Tak Estate, Tseung Kwan O<br>Telephone: 2623 6553<br>Fax: 2623 6557<br>Email: mingtakest@goodexcel.com.hk","高耀物業管理有限公司
將軍澳明德邨明道樓地下
電話：2623 6553
傳真：2623 6557
",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.18704,22.37367,131,Chun Shek Estate,秦石邨,Sha Tin,沙田,New Territories East,新界東,22.37367,114.18704,Public Rental Housing,租住屋邨,1984,"Double H, Old Slab, Single H",雙工字型、舊長型、單座工字型,4,Shek Fai House<br>Shek Jing House<br>Shek Yuk House<br>Shek Ying House,"石暉樓
石晶樓
石玉樓
石瑩樓",2 100 ﻿As at 31.3.2019,2 100 截至2019年3月31日的情況,10.7 - 58.0,Formed,已成立,"Chun Shek Estate Office<br>G/F, Shek Yuk House, Chun Shek Estate, Shatin<br>Telephone :  2698 1234<br>Fax  :  2699 9562<br>","秦石邨辦事處
沙田秦石邨石玉樓地下
電話  :  2698 1234
傳真  :  2699 9562
","Chun Shek Estate Office<br>G/F, Shek Yuk House, Chun Shek Estate, Shatin<br>Telephone :  2698 1234<br>Fax  :  2699 9562<br>","秦石邨辦事處
沙田秦石邨石玉樓地下
電話  :  2698 1234
傳真  :  2699 9562
",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.22905,22.41583,132,Heng On Estate,恆安邨,Sha Tin,沙田,New Territories East,新界東,22.41583,114.22905,Tenants Purchase Scheme,租者置其屋計劃,1987,"New Slab, Trident 3",新長型、Y3型,7,Heng Fung House<br>Heng Hoi House<br>Heng Kong House<br>Heng Shan House<br>Heng Sing House<br>Heng Yat House<br>Heng Yuet House,"恆峰樓
恆海樓
恆江樓
恆山樓
恆星樓
恆日樓
恆月樓",600 * ﻿As at 31.3.2019,600 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):42.5 - 63.6;
Saleable Areas (sqm):32.4 - 49.5",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tai Po, North & Shatin District Tenancy Management Office (8)<br>Unit 221-240, 2/F, Shek Yuk House, Chun Shek Estate, Shatin<br>Telephone :  2694 4408<br>Fax  :  2647 1930<br>","大埔、北區及沙田區租約事務管理處(八)
沙田秦石邨石玉樓二樓221-240
電話  :  2694 4408
傳真  :  2647 1930
",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.1287,22.36331,133,Kwai Shing East Estate,葵盛東邨,Kwai Tsing,葵青,New Territories West,新界西,22.36331,114.1287,Public Rental Housing,租住屋邨,1989,"Harmony 1, Harmony 3A, Linear 1, Small Household Block",和諧一型、和諧三A型、相連長型第一款、小單位大廈,11,Shing Fung House<br>Shing Hei House<br>Shing On House<br>Shing Kwok House<br>Shing Lok House<br>Shing Yat House<br>Shing Fu House<br>Shing Hing House<br>Shing Ka House<br>Shing Keung House<br>Shing Wo House<br>,"盛豐樓
盛喜樓
盛安樓
盛國樓
盛樂樓
盛逸樓
盛富樓
盛興樓
盛家樓
盛強樓
盛和樓",6 300 ﻿As at 31.3.2019,6 300 截至2019年3月31日的情況,16.3 - 52.3,Formed,已成立,"Sheung Kwai Chung District Tenancy Management Office<br>Unit D, Podium Floor, Shek Yam Shopping Centre, Kwai Chung<br>T : 2421 2426<br>F : 2276 0132","上葵涌區租約事務管理處
葵涌石蔭商場平台D室
電話：2421 2426
傳真：2276 0132","Good Excel Property Consultants Ltd.<br>G/F, Shing On House, Kwai Shing East Estate, Kwai Chung, N.T.<br>Telephone: 2428 3991<br>Fax: 2419 2195<br>E-mail: semkse@goodexcel.com.hk","卓安物業顧問有限公司
新界葵涌葵盛東邨盛安樓地下
電話：2428 3991
傳真：2419 2195
電郵：semkse@goodexcel.com.hk",Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.17324,22.36399,134,Hin Keng Estate,顯徑邨,Sha Tin,沙田,New Territories East,新界東,22.36399,114.17324,Tenants Purchase Scheme,租者置其屋計劃,1986,"Trident 2, Trident 3, Trident 4",Y2型、Y3型、Y4型,8,Hin Fu House<br>Hin Hing House<br>Hin Kwai House<br>Hin Pui House<br>Hin Tak House<br>Hin Wan House<br>Hin Yeung House<br>Hin Yau House,"顯富樓
顯慶樓
顯貴樓
顯沛樓
顯德樓
顯運樓
顯揚樓
顯祐樓",500 * ﻿As at 31.3.2019,500 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):30.32 - 47.86; 
Saleable Areas (sqm):22.33 - 39.42",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tai Po, North & Shatin District Tenancy Management Office (2)<br>Market Podium, Pok Hong Estate, Shatin<br>Telephone : 2648 1312<br>Fax : 2649 1648<br>","大埔、北區及沙田區租約事務管理處(二)
沙田博康邨街市平台
電話：2648 1312
傳真：2649 1648
",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.14165,22.36947,135,On Yam Estate,安蔭邨,Kwai Tsing,葵青,New Territories West,新界西,22.36947,114.14165,Public Rental Housing,租住屋邨,1994,Harmony 1,和諧一型,8,Fung Yam House<br>Hong Yam House<br>Kar Yam House<br>Shing Yam House<br>Tak Yam House<br>Yiu Yam House<br>Cheung Yam House<br>Chak Yam House,"豐蔭樓
康蔭樓
嘉蔭樓
盛蔭樓
德蔭樓
耀蔭樓
祥蔭樓
澤蔭樓",5 400 ﻿As at 31.3.2019,5 400 截至2019年3月31日的情況,13.7 - 52.7,Formed,已成立,"On Yam Estate Office<br>2/F, Shopping Centre, On Yam Estate, Kwai Chung<br>T : 2481 2998<br>F : 2428 4334","安蔭邨辦事處
葵涌安蔭邨商場2字樓
電話：2481 2998
傳真：2428 4334","On Yam Estate Office<br>2/F, Shopping Centre, On Yam Estate, Kwai Chung<br>T : 2481 2998<br>F : 2428 4334","安蔭邨辦事處
葵涌安蔭邨商場2字樓
電話：2481 2998
傳真：2428 4334",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.24137,22.4252,136,Lee On Estate,利安邨,Sha Tin,沙田,New Territories East,新界東,22.4252,114.24137,Public Rental Housing,租住屋邨,1993,Harmony 2,和諧二型,5,Lee Wah House<br>Lee Fung House<br>Lee Hing House<br>Lee Shing House<br>Lee Wing House,"利華樓
利豐樓
利興樓
利盛樓
利榮樓",3 600 ﻿As at 31.3.2019,3 600 截至2019年3月31日的情況,16.4 - 52.2,Formed,已成立,"Tai Po, North & Shatin District Tenancy Management Office (2)<br>Market Podium, Pok Hong Estate, Shatin<br>Telephone : 2648 1312<br>Fax : 2649 1648","大埔、北區及沙田區租約事務管理處(二)
沙田博康邨街市平台
電話：2648 1312
傳真：2649 1648
","Modern Living Property Management Limited<br>G/F., Lee Fung House, Lee On Estate, Ma On Shan.<br>Telephone :  2643 5038<br>Fax  :  2640 7007<br>","雅居物業管理有限公司
沙田馬鞍山利安邨利豐樓地下
電話  :  2643 5038
傳真  :  2640 7007
",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.13712,22.36252,137,Shek Lei (I) Estate,石籬一邨,Kwai Tsing,葵青,New Territories West,新界西,22.36252,114.13712,Public Rental Housing,租住屋邨,1985,"Double H, Harmony 1, Linear 3, New Slab",雙工字型、和諧一型、相連長型第三款、新長型,9,Shek Hing House<br>Shek Ning House<br>Shek On House<br>Shek Sau House<br>Shek Tai House<br>Shek Chun High Block<br>Shek Chun Low Block<br>Shek Yat High Block<br>Shek Yat Low Block,"石興樓
石寧樓
石安樓
石秀樓
石泰樓
石俊樓 (高座)
石俊樓 (低座)
石逸樓 (高座)
石逸樓 (低座)",4 900 ﻿As at 31.3.2019,4 900 截至2019年3月31日的情況,11.5 - 57.6,Formed,已成立,"Ha Kwai Chung District Tenancy Management Office <br>Wing C, G/F, Shek Cheung House,<br>Shek Lei (II) Estate, Kwai Chung <br>T : 2420 6987 <br>F : 2429 9431","下葵涌區租約事務管理處
葵涌石籬二邨石祥樓地下C翼
電話：2420 6987
傳真：2429 9431","Modern Living Property Management Limited<br>G/F, Shek Ning House, Shek Lei (1) Estate, Kwai Chung, N.T.<br>Telephone: 2420 6988<br>Fax: 2429 9402<br>Website: www.modernliving.com.hk","雅居物業管理有限公司
新界葵涌石籬一邨石寧樓地下
電話：2420 6988
傳真：2429 9402
網址：www.modernliving.com.hk",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
113.97221,22.40436,138,Tai Hing Estate,大興邨,Tuen Mun,屯門,New Territories West,新界西,22.40436,113.97221,Public Rental Housing,租住屋邨,,"Cruciform, Old Slab",十字型、舊長型,7,Hing Cheung House<br>Hing Fai House<br>Hing Ping House<br>Hing Shing House<br>Hing Tai House<br>Hing Wai House<br>Hing Yiu House,"興昌樓
興輝樓
興平樓
興盛樓
興泰樓
興偉樓
興耀樓",8 600 ﻿As at 31.3.2019,8 600 截至2019年3月31日的情況,22.0 - 47.3,Formed,已成立,"Tai Hing Estate Office <br>No. 26-38, G/F, Hing Wai House, Tai Hing Estate, Tuen Mun<br>Telephone: 2462 4601<br>Fax: 2464 7547","大興邨屋邨辦事處
屯門大興邨興偉樓26-38號地下
電話：2462 4601
傳真：2464 7547","Tai Hing Estate Office <br>No. 26-38, G/F, Hing Wai House, Tai Hing Estate, Tuen Mun<br>Telephone: 2462 4601<br>Fax: 2464 7547","大興邨屋邨辦事處
屯門大興邨興偉樓26-38號地下
電話：2462 4601
傳真：2464 7547",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.09622,22.35639,139,Cheung Wang Estate,長宏邨,Kwai Tsing,葵青,New Territories West,新界西,22.35639,114.09622,Public Rental Housing,租住屋邨,,"New Harmony 1, Harmony 1","新和諧一型, 和諧一型",7,Wang Ching House<br>Wang Man  House<br>Wang Ngai House<br>Wang Sin House<br>Wang Sum House<br>Wang Yee House<br>Wang Yung House,"宏正樓
宏文樓
宏毅樓
宏善樓
宏心樓
宏意樓
宏勇樓",4 300 ﻿As at 31.3.2019,4 300 截至2019年3月31日的情況,16.3 - 43.3,Formed,已成立,"Shek Wai Kok Estate Office <br>4/F, Shek Fong House, Shek Wai Kok Estate <br>Telephone: 2416 5341 <br>Fax: 2415 3846","石圍角邨辦事處
石圍角邨石芳樓四樓 
電話：2416 5341 
傳真：2415 3846","Good Yield Property Management Ltd<br>G/F, Wang Man House, Cheung Wang Estate, Tsing Yi<br>Telephone: 2497 0277<br>Fax: 2435 2462<br>","高耀物業管理有限公司
青衣長宏邨宏文樓地下
電話：2497 0277
傳真：2435 2462
",Owned and operated by private corporation,由私營機構擁有及營運,,-,-
114.12857,22.35904,141,Kwai Fong Estate,葵芳邨,Kwai Tsing,葵青,New Territories West,新界西,22.35904,114.12857,Public Rental Housing,租住屋邨,1987,"Harmony 1, Harmony 3, Linear 1, Linear 3, New Slab, Small Household Block, New Cruciform",和諧一型、和諧三型、相連長型第一款、相連長型第三款、新長型、小單位大廈、新十字型,12,Kwai Chi House<br>Kwai Hei House<br>Kwai Kin House<br>Kwai On House<br>Kwai Shun House<br>Kwai Tak House<br>Kwai Yan House<br>Kwai Ching House<br>Kwai Foon House<br>Kwai Ming House<br>Kwai Oi House<br>Kwai Tai House,"葵智樓
葵喜樓
葵健樓
葵安樓
葵信樓
葵德樓
葵仁樓
葵正樓
葵歡樓
葵明樓
葵愛樓
葵泰樓",6 400 ﻿As at 31.3.2019,6 400 截至2019年3月31日的情況,10.5 - 60.3,Formed,已成立,"Sheung Kwai Chung District Tenancy Management Office<br>Rm 406-409, 4/F, Kwai Tai House, Kwai Fong Estate, Kwai Chung<br>T : 2422 1808<br>F : 2487 4191","上葵涌區租約事務管理處
葵涌葵芳邨葵泰樓4字樓406-409室
電話：2422 1808
傳真：2487 4191","Modern Living Property Management Limited<br>G/F, Kwai Tai House, Kwai Fong Estate, Kwai Chung, N.T.<br>Telephone: 2422 1805<br>Fax: 2410 1784<br>Website: www.modernliving.com.hk","雅居物業管理有限公司
新界葵涌葵芳邨葵泰樓地下
電話：2422 1805
傳真：2410 1784
網址：www.modernliving.com.hk",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.12467,22.37649,142,Shek Wai Kok Estate,石圍角邨,Tsuen Wan,荃灣,New Territories West,新界西,22.37649,114.12467,Public Rental Housing,租住屋邨,,"Double H, Double I, Old Slab",雙工字型、雙「I」型、舊長型,8,Shek Fong House<br>Shek Ho House<br>Shek Lin House<br>Shek Kuk House<br>Shek Lan House<br>Shek To House<br>Shek Tsui House<br>Shek Kwai House,"石芳樓
石荷樓
石蓮樓
石菊樓
石蘭樓
石桃樓
石翠樓
石葵樓",6 500 ﻿As at 31.3.2019,6 500 截至2019年3月31日的情況,10.9 - 54.8,Formed,已成立,"Shek Wai Kok Estate Office<br>4/F, Shek Fong House, Shek Wai Kok Estate, Tsuen Wan<br>Telephone: 2416 5341<br>Fax: 2415 3846","石圍角邨屋邨辦事處
荃灣石圍角邨石芳樓4樓
電話：2416 5341
傳真：2415 3846","Shek Wai Kok Estate Office<br>4/F, Shek Fong House, Shek Wai Kok Estate, Tsuen Wan<br>Telephone: 2416 5341<br>Fax: 2415 3846","石圍角邨屋邨辦事處
荃灣石圍角邨石芳樓4樓
電話：2416 5341
傳真：2415 3846",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.17074,22.45645,143,Fu Heng Estate,富亨邨,Tai Po,大埔,New Territories East,新界東,22.45645,114.17074,Tenants Purchase Scheme,租者置其屋計劃,1990,"New Slab, Trident 3, Trident 4",新長型、Y3型、Y4型,8,Heng Cheong House<br>Heng Lung House<br>Heng Shing House<br>Heng Wing House<br>Heng Tai House<br>Heng Tsui House<br>Heng Yiu House<br>Heng Yue House,"亨昌樓
亨隆樓
亨盛樓
亨榮樓
亨泰樓
亨翠樓
亨耀樓
亨裕樓",1 400 * ﻿As at 31.3.2019,1 400 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):18.0 - 65.6;
Saleable Areas (sqm):13.9 - 50.5",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tai Po, North & Shatin District Tenancy Management Office (8)<br>Units 221 - 240, 2/F., Shek Yuk House, Chun Shek Estate, Shatin Telephone: 2694 4408<br>Fax : 2647 1930","大埔、北區及沙田區租約事務管理處(八)
新界沙田秦石邨石玉樓二樓221-240室	
電話：2694 4408
傳真：2647 1930",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only
",* 只包括租住的公屋單位、住戶及認可人口數目
114.21799,22.33539,144,Choi Fai Estate,彩輝邨,Wong Tai Sin,黃大仙,Kowloon East,九龍東,22.33539,114.21799,Public Rental Housing,租住屋邨,1995,Harmony 1,和諧一型,2,Choi Wah House<br>Choi Yip House,"彩華樓
彩葉樓",1 400 ﻿As at 31.3.2019,1 400 截至2019年3月31日的情況,16.1 - 43.2,Formed,已成立,"Chuk Yuen District Tenancy Management Office  <br>Unit 101-108, Yung Yuen House, Chuk Yuen (North) Estate, Wong Tai Sin<br>Telephone: 2351 1818<br>Fax: 2351 9224","竹園區租約事務管理處
黃大仙竹園(北)邨榕園樓101-108室
電話：2351 1818
傳真：2351 9224","China Overseas Property Services Limited<br>G/F, Choi Yip House, Choi Fai Estate<br>Telephone: 2707 9978<br>Fax: 2758 2929","中國海外物業服務有限公司
牛池灣彩輝邨彩葉樓地下
電話：2707 9978
傳真：2758 2929",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.17392,22.44784,145,Kwong Fuk Estate,廣福邨,Tai Po,大埔,New Territories East,新界東,22.44784,114.17392,Public Rental Housing,租住屋邨,1983,"Old Slab, Trident 2, Twin Tower",舊長型、Y2型、雙塔式,8,Kwong Chi House<br>Kwong Lai House<br>Kwong Ping House<br>Kwong Shung House<br>Kwong Wai House<br>Kwong Yee House<br>Kwong Yan House<br>Kwong Yau House,"廣智樓
廣禮樓
廣平樓
廣崇樓
廣惠樓
廣義樓
廣仁樓
廣祐樓",6 200 ﻿As at 31.3.2019,6 200 截至2019年3月31日的情況,11.2 - 42.1,Formed,已成立,"Tai Po, North & Shatin District Tenancy Management Office (7)<br>2/F, On Wo House, Tai Wo Estate, Tai Po<br>Telephone: 2657 2808<br>Fax: 2657 8660","大埔、北區及沙田區租約事務管理處(七)
大埔太和邨安和樓2樓
電話：2657 2808
傳真：2657 8660","China Overseas Property Services Ltd.<br>G/F near Kwong Yee House, Kwong Fuk Estate, Tai Po.<br>Tel : 2658 4430<br>Fax : 2638 7606<br>Email : kwongfukest@cohl.com","中國海外物業服務有限公司
大埔廣福邨近廣義樓地下
電話 : 2658 4430
傳真 : 2638 7606
電郵 : kwongfukest@cohl.com",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.22325,22.3179,146,Wan Hon Estate,雲漢邨,Kwun Tong,觀塘,Kowloon East,九龍東,22.3179,114.22325,Public Rental Housing,租住屋邨,1998,Small Household Block,小單位大廈,2,Hon Chung House<br>Hon Pak House,"漢松樓
漢柏樓",1 000 ﻿As at 31.3.2019,1 000 截至2019年3月31日的情況,17.3 - 53.8,Formed,已成立,"Housing Department Kowloon East (8) District Tenancy Management Office<br>1/F, Yuk Shek House, Ping Shek Estate, Kowloon<br>Telephone: 2323 8121<br>Fax: 2351 4367","房屋署東九龍(八)區租約事務管理處
九龍坪石邨玉石樓一樓
電話：2323 8121
傳真：2351 4367","Modern Living Property Management Ltd. <br>G/F, Hon Chung House, Wan Hon Estate, Kwun Tong<br>Telephone: 2172 7363<br>Fax: 2172 7255<br>","雅居物業管理有限公司
觀塘雲漢邨漢松樓地下
電話：2172 7363
傳真：2172 7255
","Modern Living Property Management Ltd. <br>G/F, Hon Chung House, Wan Hon Estate, Kwun Tong<br>Telephone: 2172 7363<br>Fax: 2172 7255<br>","雅居物業管理有限公司
觀塘雲漢邨漢松樓地下
電話：2172 7363
傳真：2172 7255
",-,-,-
